Group Model;Process;CNN;Number of Epocch;Batch Size;Camadas Ocultas;Steps_per_Epoch;Validation_Steps;Epoch;Loss;Accuracy;Val_Loss;Val_Accuracy
5;1;5;20;16;2;326;39;8;0.15331;0.94248;1.01351;0.83173
5;1;5;20;16;2;326;39;9;0.14643;0.94325;1.06572;0.82372
5;1;5;20;16;2;326;39;10;0.14917;0.94363;0.82258;0.72276
5;1;5;20;16;2;326;39;11;0.14810;0.94498;1.02236;0.68109
5;1;5;20;16;2;326;39;12;0.14624;0.94747;1.09010;0.86058
5;1;5;20;16;2;326;39;13;0.14465;0.94555;1.34150;0.76122
5;1;5;20;16;2;326;39;14;0.15315;0.94651;0.40488;0.83494
5;1;5;20;16;2;326;39;15;0.13568;0.95284;0.51288;0.82853
5;1;5;20;16;2;326;39;16;0.12478;0.95150;0.91274;0.73718
5;1;5;20;16;2;326;39;17;0.13292;0.95073;0.74501;0.80609
5;1;5;20;16;2;326;39;18;0.13687;0.95150;702.31989;0.65865
5;1;5;20;16;2;326;39;19;0.13033;0.95226;0.56666;0.81571
5;1;5;20;16;2;326;39;20;0.12990;0.95169;2.88803;0.85096
5;2;5;20;8;3;652;78;1;0.45684;0.80253;0.62555;0.64263
5;2;5;20;8;3;652;78;2;0.32357;0.85794;0.69595;0.76603
5;2;5;20;8;3;652;78;3;0.29368;0.87979;1.89935;0.62821
5;2;5;20;8;3;652;78;4;0.27019;0.88765;0.71577;0.77724
5;2;5;20;8;3;652;78;5;0.27047;0.89130;0.50501;0.78846
5;2;5;20;8;3;652;78;6;0.26312;0.89801;0.68153;0.72276
5;2;5;20;8;3;652;78;7;0.24849;0.90798;0.35204;0.84295
5;2;5;20;8;3;652;78;8;0.26304;0.89724;0.61548;0.81250
5;2;5;20;8;3;652;78;9;0.25186;0.90855;0.68942;0.80449
5;2;5;20;8;3;652;78;10;0.22774;0.91526;0.73428;0.70353
5;2;5;20;8;3;652;78;11;0.23072;0.91200;0.72966;0.78365
5;2;5;20;8;3;652;78;12;0.22331;0.91354;0.49944;0.69872
5;2;5;20;8;3;652;78;13;0.23459;0.91296;0.87030;0.69712
5;2;5;20;8;3;652;78;14;0.22734;0.91392;0.74609;0.74038
5;2;5;20;8;3;652;78;15;0.21428;0.92120;0.62591;0.79968
5;2;5;20;8;3;652;78;16;0.27601;0.88209;1.72944;0.62981
5;2;5;20;8;3;652;78;17;0.26170;0.89743;0.38757;0.84936
5;2;5;20;8;3;652;78;18;0.23080;0.90778;0.71380;0.82051
5;2;5;20;8;3;652;78;19;0.20341;0.92791;0.48525;0.83494
5;2;5;20;8;3;652;78;20;0.20125;0.92734;8.19033;0.77564
5;2;5;20;16;3;326;39;1;0.17361;0.93616;0.76192;0.79968
5;2;5;20;16;3;326;39;2;0.14743;0.94517;0.40785;0.87179
5;2;5;20;16;3;326;39;3;0.14646;0.94613;0.66043;0.79487
5;2;5;20;16;3;326;39;4;0.14613;0.94766;0.45227;0.83654
5;2;5;20;16;3;326;39;5;0.13736;0.94881;0.38240;0.86859
5;2;5;20;16;3;326;39;6;0.13272;0.95111;0.28118;0.90064
5;2;5;20;16;3;326;39;7;0.13267;0.95015;0.56902;0.86058
5;2;5;20;16;3;326;39;8;0.13478;0.94804;0.99592;0.79808
5;2;5;20;16;3;326;39;9;0.12894;0.95399;0.65963;0.74679
5;2;5;20;16;3;326;39;10;0.13168;0.94939;1.59930;0.66827
5;2;5;20;16;3;326;39;11;0.12509;0.95456;0.67825;0.78205
5;2;5;20;16;3;326;39;12;0.12526;0.95590;2.14201;0.86538
5;2;5;20;16;3;326;39;13;0.12923;0.95380;0.48446;0.83974
5;2;5;20;16;3;326;39;14;0.12198;0.95571;0.49665;0.87179
5;2;5;20;16;3;326;39;15;0.11982;0.95686;0.47263;0.84615
5;2;5;20;16;3;326;39;16;0.11893;0.95763;0.56097;0.82051
5;2;5;20;16;3;326;39;17;0.12356;0.95763;0.92028;0.71955
5;2;5;20;16;3;326;39;18;0.11602;0.95840;0.46275;0.84615
5;2;5;20;16;3;326;39;19;0.11735;0.95821;0.37437;0.85417
5;2;5;20;16;3;326;39;20;0.11341;0.96031;3.39092;0.86218
