Group Model;Process;CNN;Number of Epocch;Batch Size;Camadas Ocultas;Steps_per_Epoch;Validation_Steps;Epoch;Loss;Accuracy;Val_Loss;Val_Accuracy
1;2;1;20;8;3;652;78;4;0.27453;0.88785;1.68221;0.68109
1;2;1;20;8;3;652;78;5;0.26457;0.89015;4.43187;0.62500
1;2;1;20;8;3;652;78;6;0.23958;0.90146;0.55354;0.77244
1;2;1;20;8;3;652;78;7;0.23931;0.90529;0.41015;0.85577
1;2;1;20;8;3;652;78;8;0.21850;0.90913;1.33446;0.72276
1;2;1;20;8;3;652;78;9;0.23962;0.90606;0.38193;0.86218
1;2;1;20;8;3;652;78;10;0.19956;0.92312;0.37001;0.84615
1;2;1;20;8;3;652;78;11;0.19892;0.91699;1.01379;0.74840
1;2;1;20;8;3;652;78;12;0.21628;0.91967;1.23842;0.73397
1;2;1;20;8;3;652;78;13;0.21088;0.92063;4.35708;0.69551
1;2;1;20;8;3;652;78;14;0.19951;0.92561;0.43546;0.86058
1;2;1;20;8;3;652;78;15;0.19299;0.92676;0.99875;0.77083
1;2;1;20;8;3;652;78;16;0.20593;0.92197;1.55212;0.74038
1;2;1;20;8;3;652;78;17;0.18946;0.92542;0.52017;0.87500
1;2;1;20;8;3;652;78;18;0.18381;0.92849;0.81610;0.74840
1;2;1;20;8;3;652;78;19;0.22340;0.91564;0.57635;0.74679
1;2;1;20;8;3;652;78;20;0.23745;0.90778;6.93709;0.62821
1;2;1;20;16;3;326;39;1;0.16698;0.93712;5.22647;0.71955
1;2;1;20;16;3;326;39;2;0.16012;0.93808;0.47098;0.83333
1;2;1;20;16;3;326;39;3;0.15326;0.94229;0.30993;0.91186
1;2;1;20;16;3;326;39;4;0.14782;0.94363;1.23925;0.70994
1;2;1;20;16;3;326;39;5;0.14063;0.94881;0.48224;0.84936
1;2;1;20;16;3;326;39;6;0.13486;0.94958;0.71617;0.78526
1;2;1;20;16;3;326;39;7;0.14577;0.94651;0.39567;0.87019
1;2;1;20;16;3;326;39;8;0.13637;0.95073;0.68665;0.76603
1;2;1;20;16;3;326;39;9;0.12183;0.95801;0.70854;0.77564
1;2;1;20;16;3;326;39;10;0.12634;0.95437;0.70986;0.82372
1;2;1;20;16;3;326;39;11;0.14203;0.94728;1.04570;0.73878
1;2;1;20;16;3;326;39;12;0.13012;0.95245;0.42133;0.85737
1;2;1;20;16;3;326;39;13;0.12184;0.95399;0.74885;0.79487
1;2;1;20;16;3;326;39;14;0.13988;0.94651;0.88861;0.81250
1;2;1;20;16;3;326;39;15;0.13593;0.95054;0.66500;0.81090
1;2;1;20;16;3;326;39;16;0.13416;0.95188;1.41111;0.81410
1;2;1;20;16;3;326;39;17;0.12968;0.95207;0.36030;0.88301
1;2;1;20;16;3;326;39;18;0.11233;0.95821;0.75851;0.82532
1;2;1;20;16;3;326;39;19;0.12257;0.95418;1.61627;0.67628
1;2;1;20;16;3;326;39;20;0.10980;0.95897;0.42429;0.86859
1;3;1;20;8;2;652;78;1;0.80515;0.73140;1.58410;0.56250
1;3;1;20;8;2;652;78;2;0.58141;0.75709;0.65581;0.76122
1;3;1;20;8;2;652;78;3;1.14785;0.77051;4.02260;0.61058
1;3;1;20;8;2;652;78;4;0.63795;0.77090;5.67832;0.62500
1;3;1;20;8;2;652;78;5;0.62648;0.78259;132.44377;0.62500
1;3;1;20;8;2;652;78;6;0.63969;0.71472;0.84176;0.62500
1;3;1;20;8;2;652;78;7;0.71333;0.67887;0.70904;0.38942
1;3;1;20;8;2;652;78;8;0.65640;0.68252;0.70915;0.37821
1;3;1;20;8;2;652;78;9;0.62472;0.71415;1.47337;0.62340
1;3;1;20;8;2;652;78;10;0.65172;0.70590;41.69452;0.62179
1;3;1;20;8;2;652;78;11;0.64848;0.70533;0.71536;0.37981
1;3;1;20;8;2;652;78;12;0.65001;0.70073;0.66885;0.62500
1;3;1;20;8;2;652;78;13;0.66139;0.69440;0.80374;0.62500
1;3;1;20;8;2;652;78;14;0.67284;0.69095;0.81781;0.62500
1;3;1;20;8;2;652;78;15;0.66126;0.69517;0.87463;0.62500
1;3;1;20;8;2;652;78;16;0.65827;0.69344;0.67569;0.62500
1;3;1;20;8;2;652;78;17;0.63253;0.70821;0.66329;0.62500
1;3;1;20;8;2;652;78;18;0.64907;0.69900;0.66628;0.62500
1;3;1;20;8;2;652;78;19;0.64409;0.70284;0.67747;0.62500
1;3;1;20;8;2;652;78;20;0.67566;0.68347;0.99188;0.62500
1;3;1;20;16;2;326;39;1;0.60232;0.72738;0.69339;0.62500
1;3;1;20;16;2;326;39;2;0.59523;0.73543;0.73534;0.62500
1;3;1;20;16;2;326;39;3;0.60321;0.72623;0.84663;0.62500
1;3;1;20;16;2;326;39;4;0.60238;0.72546;0.71233;0.62500
1;3;1;20;16;2;326;39;5;0.61400;0.71875;0.68011;0.62500
1;3;1;20;16;2;326;39;6;0.62300;0.71875;0.72746;0.37500
1;3;1;20;16;2;326;39;7;0.66102;0.69919;0.66576;0.62500
1;3;1;20;16;2;326;39;8;0.61372;0.72009;0.69054;0.62500
1;3;1;20;16;2;326;39;9;0.63540;0.70993;0.78350;0.62500
1;3;1;20;16;2;326;39;10;0.62480;0.69996;0.68152;0.62500
1;3;1;20;16;2;326;39;11;0.62330;0.71415;0.83352;0.62500
1;3;1;20;16;2;326;39;12;0.64733;0.69728;0.79459;0.62500
1;3;1;20;16;2;326;39;13;0.64489;0.72220;0.73479;0.37500
1;3;1;20;16;2;326;39;14;0.61615;0.72009;0.67657;0.62500
1;3;1;20;16;2;326;39;15;0.60941;0.71856;0.81211;0.62500
1;3;1;20;16;2;326;39;16;0.64557;0.70610;0.82446;0.62500
1;3;1;20;16;2;326;39;17;0.65282;0.69843;0.90220;0.62500
1;3;1;20;16;2;326;39;18;0.61205;0.72258;0.67270;0.62500
1;3;1;20;16;2;326;39;19;0.60336;0.72239;0.72965;0.62500
1;3;1;20;16;2;326;39;20;0.62408;0.71319;0.75450;0.37500
1;4;1;20;8;2;652;78;1;0.70649;0.69479;0.69794;0.62500
1;4;1;20;8;2;652;78;2;0.64639;0.70188;0.92809;0.62500
1;4;1;20;8;2;652;78;3;0.62133;0.71875;0.89389;0.62500
1;4;1;20;8;2;652;78;4;0.65284;0.69594;1.24328;0.62821
1;4;1;20;8;2;652;78;5;1.09059;0.73543;143950.29688;0.75801
1;4;1;20;8;2;652;78;6;0.59327;0.77377;1.08375;0.66026
1;4;1;20;8;2;652;78;7;0.67032;0.77090;1.70083;0.62179
1;4;1;20;8;2;652;78;8;0.57334;0.80330;0.90181;0.70673
1;4;1;20;8;2;652;78;9;0.59705;0.80771;0.57965;0.81090
1;4;1;20;8;2;652;78;10;0.51939;0.82074;0.72782;0.79006
1;4;1;20;8;2;652;78;11;0.70185;0.80637;2.03529;0.63301
1;4;1;20;8;2;652;78;12;0.59166;0.82343;0.41136;0.82372
1;4;1;20;8;2;652;78;13;0.50937;0.84087;0.88596;0.74038
1;4;1;20;8;2;652;78;14;0.56563;0.84183;1.59934;0.70032
1;4;1;20;8;2;652;78;15;0.56261;0.84682;0.69237;0.76442
1;4;1;20;8;2;652;78;16;0.55699;0.85487;0.93888;0.75641
1;4;1;20;8;2;652;78;17;0.64820;0.84413;1.16295;0.83814
1;4;1;20;8;2;652;78;18;0.69374;0.85391;79930240.00000;0.55929
1;4;1;20;8;2;652;78;19;0.58593;0.83186;2.04119;0.63301
1;4;1;20;8;2;652;78;20;0.51316;0.83321;2.61844;0.63782
1;4;1;20;16;2;326;39;1;0.30199;0.89609;0.52156;0.83974
1;4;1;20;16;2;326;39;2;0.25067;0.90874;0.62387;0.82212
1;4;1;20;16;2;326;39;3;0.26392;0.90644;0.65163;0.72436
1;4;1;20;16;2;326;39;4;0.23968;0.92082;1.53742;0.66667
1;4;1;20;16;2;326;39;5;0.35411;0.90165;0.88373;0.76763
1;4;1;20;16;2;326;39;6;0.26618;0.91008;0.78381;0.81731
1;4;1;20;16;2;326;39;7;0.50633;0.89628;1.49250;0.79968
1;4;1;20;16;2;326;39;8;0.37346;0.90433;0.80029;0.80929
1;4;1;20;16;2;326;39;9;0.31637;0.91162;0.35628;0.86378
1;4;1;20;16;2;326;39;10;0.31868;0.91526;1.77553;0.72436
1;4;1;20;16;2;326;39;11;0.36564;0.90683;0.42064;0.85256
1;4;1;20;16;2;326;39;12;0.21407;0.92772;42.74820;0.77083
1;4;1;20;16;2;326;39;13;0.34000;0.91833;89.21554;0.88622
1;4;1;20;16;2;326;39;14;0.56460;0.91143;2.22360;0.86058
1;4;1;20;16;2;326;39;15;0.51144;0.90452;1.15274;0.71795
1;4;1;20;16;2;326;39;16;0.28061;0.92370;0.89219;0.89103
1;4;1;20;16;2;326;39;17;0.21337;0.92945;0.62042;0.83654
1;4;1;20;16;2;326;39;18;0.21540;0.93616;1.35401;0.76603
1;4;1;20;16;2;326;39;19;0.32194;0.92465;0.82811;0.78205
1;4;1;20;16;2;326;39;20;0.38362;0.91622;1.52682;0.87981
