Group Model;Process;CNN;Number of Epocch;Batch Size;Camadas Ocultas;Steps_per_Epoch;Validation_Steps;Epoch;Loss;Accuracy;Val_Loss;Val_Accuracy
2;4;2;20;16;2;326;39;5;0.21320;0.93673;0.57488;0.85737
2;4;2;20;16;2;326;39;6;0.20013;0.93462;0.82045;0.86058
2;4;2;20;16;2;326;39;7;0.42698;0.90529;0.50737;0.86859
2;4;2;20;16;2;326;39;8;0.27366;0.92542;7.55269;0.64583
2;4;2;20;16;2;326;39;9;0.70698;0.90472;2.16930;0.85096
2;4;2;20;16;2;326;39;10;0.28067;0.93137;1.27356;0.88942
2;4;2;20;16;2;326;39;11;0.22831;0.93443;0.98168;0.74038
2;4;2;20;16;2;326;39;12;0.30064;0.93482;1.55068;0.82692
2;4;2;20;16;2;326;39;13;0.45079;0.92446;2.20342;0.85096
2;4;2;20;16;2;326;39;14;0.33486;0.93021;0.53250;0.84135
2;4;2;20;16;2;326;39;15;0.18117;0.94594;2.31306;0.88141
2;4;2;20;16;2;326;39;16;0.20698;0.94095;4.52902;0.83974
2;4;2;20;16;2;326;39;17;0.21123;0.94038;1.33719;0.86699
2;4;2;20;16;2;326;39;18;0.32259;0.92830;3.71089;0.79968
2;4;2;20;16;2;326;39;19;0.24486;0.93827;0.77086;0.83654
2;4;2;20;16;2;326;39;20;0.17505;0.94709;0.55971;0.88301
